title,body,label
ویدیوی منتسب به ملکه الیزابت دوم که گفته‌ می‌شود در آن برای مستعمره‌نشینان افریقایی غذا (یا پول) می‌ریزد.,"در یکی از ویدیوهایی که در شبکه‌های اجتماعی فارسی‌زبان و غیرفارسی‌زبان دست به دست‌می‌شود، دو زن را با سروروی طبقه متمول اروپایی اواخر قرن ۱۹ و اوایل قرن ۲۰ با پیراهن و کلاه سفید می‌بینیم که برای کودکانی که به نظر سیاهپوست می‌رسند چیزهایی بر روی زمین می‌ریزد و این کودکان با وضعیت اسفناکی آن را از زیر دست و پا جمع‌ می‌کنند. در شبکه‌های اجتماعی ایران شایع شده که یکی از این زنان ملکه الیزابت دوم است که به این شکل تحقیرآمیز چیزهایی را برای کودکان آفریقایی در یکی از کشورهای مستعمره انگلستان می‌ریزد.

این ویدئو در شبکه‌های اجتماعی سایر کشورها نیز با ادعای مشابه وایرال شده است.",1
۳۰ سال پیش در فیلیپین مردم محجبه بودند اما بی‌حجابی رواج پیدا کرد و خانواده به هم خورد,"دبیر شورای عالی انقلاب فرهنگی در نشستی اینترنتی، به تاریخ ۱۱ اردیبهشت ۱۴۰۲، گفته است: «در کشور فیلیپین ۳۰ سال پیش مردم محجبه بودند اما بی‌حجابی رواج پیدا کرد و خانواده به هم خورد.»

اولین بار نیست که چنین چیزی گفته می‌شود. او پیش از این نیز اظهارات مشابهی درباره فیلیپین مطرح کرده و گفته بود:

«در کشورهایی که مسیحیت کاتولیک هستند خب کاتولیک‌ها یک مقداری و ارتدوکس‌ها پایبندیشان از پروتستان‌ها بعضا بیشتر است یکی از کشورهایی که مذهب کاتولیک را دارند فیلیپین است ۹۰ درصد مردم در فیلیپین کاتولیک هستند، ۱۰ درصد هم حالا مسلمان و ادیان دیگر.
در فیلیپین ۳۰ سال پیش یک خانم بدحجاب دیده نمی‌شد یعنی همه خانم‌ها محجبه بودند الان در فیلیپین حالا چه در مانیل چه در شهرهای دیگر یک خانم باحجاب که چه عرض کنم، حتی نیمه حجاب بگوییم مثلاً متعارف نمیبینید. اکثراً با فرهنگ برهنگی زندگی می‌کنند و آنقدر نظام خانواده در این سال در اثر رسانه متزلزل شده است که دیگر در همین دو سه سال اخیر برای صدور شناسنامه بچه‌ها نام پدر را حذف کرده‌اند یعنی فقط در شناسنامه بچه‌ها نام مادر است».",1
مسائل گوناگون کشور قابل رفراندوم نیست، کجای دنیا این کار را می‌کنند؟,"علی خامنه‌ای، رهبر جمهوری اسلامی در دیدار روز ۲۹ فروردین ۱۴۰۲ خود با دانشجویان گفت: «مسائل گوناگون کشور قابل رفراندوم نیست، کجای دنیا این کار را می‌کنند؟»

او در این سخنرانی تاکید کرد: 

«برخلاف آنچه بیان شد که «باید از روز اول درباره مسائل مختلف رفراندوم برگزار می‌کردیم تا حساسیت به وجود نیاید»، مسائل مختلف کشور قابل رفراندوم نیست؛ زیرا هر رفراندوم ۶ ماه همه کشور را درگیر می‌کند. ضمن اینکه در کجای دنیا برای همه مسائل رفراندوم برگزار می‌کنند؟»",1
بانک مرکزی امکان کنترل تورم و نقدینگی را ندارد,"وی با بیان اینکه سهم رشد پایه پولی از نقدینگی به شکل معناداری کم شده 
است، افزود: اگر قبلا پایه پولی از چاپ پول پرقدرت و استفاده از پول بانک 
مرکزی افزایش پیدا می کرد امروز شاهد افزایش از این مسیرها نیستیم.وزیر اقتصاد با تأکید براینکه با توجه به دستاوردهای قابل تأمل بسیار هنوز
 با شرایط مطلوب فاصله زیادی داریم افزود: نگاهی به آمار نشان می‌دهد نرخ 
تورم در کشورهای پیشرفته یک و 4 درصد و در کشورهای نوظهور 5.1 درصد بوده 
است از بین 198 کشور جهان تنها 11 کشور تورم دو رقمی دارند.ایران از نظر تورم بالا پنجم جهان شدطیب نیا اضافه کرد: رتبه ایران بین کشورهای دارای تورم دورقمی بدون لحاظ سوریه و آرژانتین 5 و با لحاظ این دو کشور هفتم می‌باشد.به گفته وزیر اقتصاد اگر ایران بخواهد رتبه 100 را بین تورم جهان بدست آورد باید در تورم 5 درصد هدف گذاری کند.وی با تأکید براینکه در اکثر کشورهای جهان تورم تک رقمی شده است گفت: 
اولین اصل داشتن تورم پایین با نوسانات اندک است تورم بالا به معنای کاهش 
قدرت محصولات و افزایش واردات، سرکوب صادرات، رکود و کسادی در فعالیت‌های 
تولیدی است.تورم به هسته سخت رسید؛ راهکار طیب نیا برای کاهش بیشتر تورموی با تأکید براینکه تورم در ایران به هسته سخت رسیده است گفت: اگر دو سال
 قبل کاهش تورم با انضباط پولی و مالی به سادگی میسر بود امروز کاهش هر 
واحد درصد تورم مستلزم تلاش و کوشش بیشتر است اگر بنا داریم به تورم تک 
رقمی برسیم باید دانش اقتصاد و تجربه کشورهای موفق توجه داشته باشیم.وی در ادامه به تشکیل چالش های اقتصاد پرداخت و گفت: اولین چالش وابستگی 
به درآمدهای نفتی است این موضوع منشأ اصلی تورم رکودی و رشد اندک اقتصادی و
 سهم پایین رشد بهره وری در رشد اقتصادی است.هشدار طیب نیا به گسترش فساد در اقتصاد ایرانطیب نیا وابستگی اقتصاد به درآمدهای نفتی را عامل اصلی گسترش فساد در 
ایران دانست و افزود: طی دهه گذشته وابستگی به درآمدهای نفتی افزایش یافته و
 در سال 87 به 69 درصد رسیده بود.وی چالش دوم را سلطه سیاست‌های مالی بر سیاست‌های پولی و چالش حکمرانی 
بانک مرکزی دانست و افزود: در اقتصاد ایران با مشکل تفوق سیاست های بودجه 
ای و سیاستهای پولی مواجه هستیم به همین منظور بانک مرکزی امکان اعمال 
سیاست بر نقدینگی را از دست داده است.وزیر اقتصاد اضافه کرد: اگر بناست بانک مرکزی مستقل عمل کند و مسئولیت 
تورم را برعهده بگیرد باید سلطه سیاست‌های مالی بر پولی برداشته شود، چرا 
که هم اکنون بانک مرکزی امکان کنترل نقدینگی و تورم را ندارد هرچند در دو 
سال قبل تلاش کردیم استقلال را برگردانیم.وی گفت: عامل دیگر که کنترل نقدینگی را محدود می‌کند سیاست‌های ارزی است تلاش بانک مرکزی تثبیت نرخ ارز بوده که محدود می‌کند.طیب نیا عامل سوم گسترش فساد در ایران را وجود موسسات پولی و مالی غیرمجاز
 دانست و اعلام کرد: با وجود این موسسات برخی نهادهای پولی سیاست‌های بانک 
مرکزی را به درستی رعایت نمی‌کنند به همین منظور باید استقلال به بانک 
مرکزی برگردد و من شخصاً طرفدار استقلال بانک مرکزی هستم.",0
تحولات مثبت نقشه ارزی که موجب آشفتگی آمریکا شد,یک تحلیلگر اقتصادی با تاکید بر اینکه قرارگرفتن سپاه پاسداران در لیست گروههای تروریستی هیچ محدودیت تازه اقتصادی ایجاد نخواهد کرد گفت: امریکا می‌خواهد تحریم‌های قبلی را به افکار عمومی بفروشد.به گزارش خبرگزاری مهر، مجید شاکری در گفتگویی درباره اقدام کاخ سفید در قراردادن سپاه پاسداران انقلاب اسلامی در لیست گروههای تروریستی و واکنش بازار ارز به این اقدام گفت: نقطه مقابل و رویارویی ورود سپاه به فهرست تروریستی آمریکا، اعمال فشار شدید، عجیب و با انگیزه‌های کاملاً غیر اقتصادی از طرف خزانه داری آمریکا روی نرخ برابری جفت ارز ریال ایران-درهم امارات است و تقریباً همه ابزارهای رسانه‌ای خزانه داری امریکا نیز بصورت یکپارچه در کنار این فشار همه جانبه هستند.وی گفت: اگر چه همه تلاش آن است که این افزایش فشار، به وجوه اقتصادی تروریستی اعلام شدن سپاه ارتباط داده شود، ولی واقعاً و در صحنه عمل این اقدام هیچ اثر اقتصادی ای بیش از تحریم کاتسا ندارد. در واقع منطق مخرب اشاعه تحریم کاتسا انتهای توان تحریمی ای بود که خزانه داری می‌توانست به نمایش بگذارد.وی ادامه داد: اینکه یک تحریم قبلی در قالب وضعیتی جدید «باز بسته بندی» می‌شود و وحشت آن به زور و ضرب فشار در دبی، مجدداً به افکارعمومی ایران فروخته می‌شود، نشانه ضعف کارشناسان داخلی در توضیح این موارد (اگر چه واضح و بدیهی) به افکار عمومی کشور است.این تحلیل گر اقتصادی ادامه داد: آمریکایی‌ها می‌دانند که بر سر آینده حضور مالی ایران در عراق، جنگ بزرگی بین بانک مرکزی ایران و خزانه داری آمریکا در جریان است و بانک مرکزی ایران (اگرچه میلیمتر به میلیمتر) در حال پیشرفت در این جبهه است. آنها به خوبی مطلع هستند که بافت مالی عراق به نحوی است که بعد از استقرار بخشی از نظام تسویه بینالمللی ایران روی دینار عراق، درهم امارات هیچ نقش محوری‌ای در ساخت مالی ایران نخواهد داشت؛ ضمن اینکه این نقش تازه دینار عراق، با تحریم هم قابل محدود سازی نیست.شاکری گفت: علاوه بر اینها، آمریکایی‌ها می‌دانند، بانک مرکزی ایران با تأسیس بازار متشکل ارزی، خیز بلندی به سمت تغییر روش محاسبه نرخ ارز در بازار برداشته و زود یا دیر، مرجعیت درهم در نرخ‌گذاری هم کم رنگ خواهد شد.وی ادامه داد: همه این وقایع طرف آمریکایی را به این نتیجه می‌رساند که در استفاده حداکثری از درهم برای فشار بر ریال ایران لحظه‌ای نباید عقب بنشینند چون زمان به نفع آنها نیست.شاکری در پاسخ به این سوال که آیا اقدامات بانک مرکزی برای مهار جو روانی مؤثر و کافی بوده است، گفت: در چنین وضعیتی توصیه مداخله صرف از طریق افزایش نرخ بازار ساز در صرافی‌های بانکی و تزریق دلار در تهران لزوماً پکیج کاملی نیست. در برنامه فعلی به وضوح درصد و سرعت تغییر قیمت در هرات و دبی سریع‌تر و جلوتر از تهران است چرا که جنس فشار از خارج به داخل است.وی ادامه داد: از همه اینها مهمتر آن است که اساساً ادامه برنامه جاری آمریکایی‌ها (فشار مصنوعی روی درهم) آن هم تا این حد بدون ارتباط با واقعیات اقتصادی، نمی‌تواند بلند مدت باشد.,0
نقل قول از نیویورک تایمز و وال‌استریت ژورنال درباره فواید حجاب و تشکیل گشت پوشش توسط پلیس نیویورک,"آمارهای تکان دهنده جرایم اخلاقی در کشورهای غربی و مزاحمت‌های اجتماعی برای زنان، توجه کارشناسان این کشورها را به حجاب بیشتر جلب کرده است. آنان می‌بینند مشکلات ناشی از بی حجابی در کشورهایشان ده‌ها برابر کشورهای اسلامی است و به همین دلیل پوشش زنان مسلمان را عامل اصلی آرامش و امنیت آنها می‌بینند.» 

تدوین‌کنندگان این کتاب درسی، برای اثبات ادعای خود به دو مقاله منتشر شده در دو نشریه معتبر غربی کرده‌ و نوشته‌اند، روزنامه نیویورک تایمز در مقاله‌ای با عنوان «امنیت زنان در اسلام» اعتراف کرده حجاب برای زنان امنیت می‌آورد. همچنین به نقل از وال استریت ژورنال هم مدعی‌ شده‌اند پلیس در نیویورک، «واحدهای گشتی مخصوص تذکر» به زنان بدپوشش تاسیس کرده است. ",1
کاهش ۷۰ درصدی نرخ باروری در ایران نشان دهنده دسیسه‌های بزرگ است,"امام جمعه کرج گفت: متاسفانه امروز شرایط به گونه‌ای شده که برخی حتی به فکر ازدواج هم نیستند و اگر ازدواج کنند هم برای مادر شدن برنامه‌ای ندارند. در ۳۰ سال گذشته نرخ باروری در جهان اسلام بیش از ۴۰ درصد و در ایران بیش از ۷۰ درصد کاهش داشته که نشان دهنده دسیسه‌های بزرگ علیه اسلام و ایران است.

به گزارش ایسنا، آیت‌الله سیدمحمدمهدی حسینی همدانی در خطبه‌های نماز جمعه ۲۹ اردیبهشت کرج با اشاره به نقش خانواده در تربیت و حفاظت از دختران به عنوان تاثیرگذارترین افراد جامعه گفت: فرزندان به دلیل فطرت الهی باید مورد تکریم ما قرار بگیرند و باید در تربیت آنان بسیار دقیق عمل کنیم، رفتار صحیح با فرزند موضوع بسیار مهمی محسوب می‌شود که در آینده او بسیار تاثیر گذار است، زیرا هر فردی خودش را در سطحی می‌داند که پدر و مادرش با او رفتار می‌کنند.

حسینی همدانی با اشاره به ولادت حضرت معصومه (س) و ولادت امام رضا (ع) و آغاز روزهای پر برکت دهه کرامت، گفت: هیچ فرهنگی در طول تاریخ به اندازه اسلام به دختران اهمیت نداده است. دختران امانات الهی در دستان ما هستند تا جایی که رسول خدا (ص) فرمودند دختران بهترین نعمت‌های شما هستند.

وی با بیان اینکه دختران نقش‌های زیادی، چون دختری، خواهری، مادری و همسری دارند؛ افزود: بنابراین دشمن برای آن‌ها نقشه‌های بسیاری دارد تا با خراب کردن نقش‌های دختران، آینده کشور را خراب کند بنابراین مسئولان و دستگاه‌های فرهنگی باید برنامه‌های ویژه‌ای برای حفاظت از دختران در برابر دسیسه‌های دشمن داشته باشند.

امام جمعه کرج ادامه داد: یکی از اصول تربیتی مهم برای دختران آن است که آن‌ها باید برای مادر شدن آماده شوند، اما متاسفانه امروز شرایط به گونه‌ای شده که برخی حتی به فکر ازدواج هم نیستند و اگر ازدواج کنند هم برای مادر شدن برنامه‌ای ندارند. در ۳۰ سال گذشته نرخ باروری در جهان اسلام بیش از ۴۰ درصد و در ایران بیش از ۷۰ درصد کاهش داشته که نشان دهنده دسیسه‌های بزرگ علیه اسلام و ایران است.

حسینی همدانی در بخش دیگری از خطبه‌های امروز اعلام کرد: متاسفانه دستگاه‌های متولی حجاب در استان ترک فعل کرده اند و نسبت به وظایف خود کوتاهی می‌کنند در این زمینه استاندار محترم البرز باید برای رفع مشکلات وارد گود شود.

وی افزود: دشمن و استکبار از گذشته تا امروز با روش‌های گوناگون دشمنی خود را با ما ادامه داده و می‌خواهد ما در دنیا گوشه‌گیر شویم اما حضور با اقتدار ایران در همه عرصه ها، تمام نقشه‌های آن‌ها را نقش بر آب کرده است. یکی از مثال‌های بارز در این زمینه حضور قدرتمند نیروی دریایی ارتش جمهوری اسلامی ایران در آب‌های آزاد جهان است موضوعی که علی‌رغم همه تهدیدها و تحریم‌ها صورت گرفت تا نشان دهد آمریکا هیچ غلطی نمی‌تواند بکند.

وی در پایان گفت: امروز در گام دوم انقلاب و در این جنگ ترکیبی ما نیازمند فرماندهان جوان و انقلابی همانند جنگ تحمیلی هستیم تا وارد کارزارهای مختلف شوند و همانند فتح خرمشهر فتح‌های اقتصادی و سیاسی را ایجاد کنند.",1
تداوم آلودگی هوا در ۶ شهر صنعتی,به گزارش «تابناک»، صادق ضیاییان در گقت و گو با ایسنا درباره شرایط جوی کشور اظهار کرد: بر اساس تحلیل آخرین نقشه‌های پیش‌یابی هواشناسی امروز (۲۳ آذر) در برخی مناطق شمال غرب، غرب ، ارتفاعات و دامنه‌های البرز مرکزی، شمال خوزستان، لرستان و شمال کهگیلویه و بویراحمد ابرناکی و بارش پراکنده پیش‌بینی می‌شود. در مناطق سردسیر و ارتفاعات بارش به‌صورت برف و درشمال خوزستان رعدوبرق دور از انتظار نیست.وی افزود: پنجشنبه (۲۴ آذر) در جنوب غرب کشور و مناطقی از اصفهان، شمال فارس و بوشهر بارش پراکنده ادامه خواهد داشت. بعد از ظهر جمعه (۲۵ آذر) در استان‌های بوشهر ،فارس، غرب کرمان و یزد، غرب اصفهان و شرق چهارمحال و بختیاری و کهگیلویه و بویراحمد رگبارهای پراکنده و خفیف انتظار می‌رود همچنین در سواحل گیلان و غرب مازندران ابرناکی و بارش پیش‌بینی می‌شود.رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا ادامه داد: شنبه(۲۶ آذر) بارندگی در این مناطق ادامه خواهد داشت همچنین در استان هرمزگان و تنگه هرمز ابرناکی، رگبار باران و گاهی رعدوبرق و در گیلان و مازندران بارش باران و در ارتفاعات البرز مرکزی و استان زنجان و قزوین باران و برف رخ می‌دهد.وی افزود: یکشنبه (۲۷ آذر) در شرق کرمان و هرمزگان، جنوب سیستان و بلوچستان و ارتفاعات زاگرس مرکزی افزایش ابر، وزش باد و رگبار پراکنده رخ می‌دهد.ضیاییان در ادامه گفت: طی دو روز آینده با توجه به پایداری و سکون نسبی هوا در شهرهای صنعتی و پرجمعیت به‌یژه کرج، تهران ،تبریز، اراک، اصفهان و مشهد آلودگی و کاهش کیفیت هوا ادامه خواهد داشت.رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا درباره وضعیت جوی تهران طی دو روز آینده نیز اظهار کرد: آسمان تهران فردا (۲۴ آذر) قسمتی ابری، غبارآلود و به‌تدریج افزایش ابر با حداقل دمای۶ و حداکثر دمای ۱۳ درجه سانتیگراد و روز جمعه ( ۲۵ آذر) قسمتی ابری تا نیمه‌ابری همراه با غبار محلی با حداقل دمای ۶ و حداکثر دمای ۱۴ درجه سانتیگراد پیش‌بینی می‌شود.ضیائیان در پایان گفت: طی امروز و فردا (۲۳ و ۲۴ آذر ) بندرعباس با دمای ۲۷ و ۲۸ درجه سانتیگراد گرمترین و طی امروز (۲۳ آذر) زاهدان با دمای ۲- درجه سانتیگراد و فردا(۲۴ آذر) شهرکرد با دمای ۳- سردترین مرکز استان کشور است.,0
مرزهای زمینی ایران با عراق باز شد,به گزارش تابناک به نقل از فارس، بر اساس تقویم رسمی کشور روز دوشنبه مصادف با پنجم مهر اربعین حسینی در ایران است و جمع کثیری از مردم ایران علاقه بسیاری داشتند تا بتوانند همچون سال‌های قبل در راهپیمایی اربعین شرکت کنند اما کرونا راه شان را سد کرده است.کشور عراق برای اربعین امسال با ورود هوایی ۶۰ هزار زائر ایرانی با شرایط خاص موافقت کرده است، علی رغم رایزنی های صورت گرفته توسط مقامات جمهوری اسلامی ایران، اما هنوز نظر مسئولان عراقی تغییر نکرده است.اخبار رسیده از مرزهای چهارگانه اینطور روایت می‌کند که تعداد بی شماری از مردم از روزها قبل در مرزها تجمع کرده‌اند و خواستار خروج از مرز زمینی هستند ولی مرزها برای تردد زائران اربعین بسته است.اخبار ضدونقیض از مرزهای زمینی عراقعلی‌رغم اعلام رسمی مسئولان مبنی بر بسته بودن مرزهای زمینی برای تردد زائران اربعین، گزارش‌های میدانی حاکی از آن است که در برخی ساعات برای تخلیه جمعیت حاضر در پایانه‌ها، مرز برای مدت کوتاهی باز و دوباره بسته شده است.هرچند برخی در فضای مجازی اعلام کردند که تنها با پاسپورت می‌توان وارد عراق شد، اما مسئولان مرزی می‌گویند اجازه عبور فقط به کسانی داده شده که ویزا داشتند.گفته می‌شود برای جلوگیری از ورود مردم به مرزها و تجمع در پایانه‌ها، مسیرهای منتهی به مرز توسط پلیس مسدود شده و زائران پیش از رسیدن به مرز بازگردانده می‌شوند.مرز زمینی شلمچه به صورت مشروط باز شدمحمد حیدری فرماندار ویژه خرمشهر دقایقی قبل در گفت‌وگو با خبرنگار خبرگزاری فارس مستقر در مرز شلمچه، از بازگشایی مشروط این مرز خبر داد و گفت: تنها کسانی که ویزای معتبر، کارت واکسیناسیون و تست پی سی آر را در اختیار دارند می‌توانند از مرز زمینی شلمچه عازم کشور عراق شوند.وی با تاکید بر اینکه، به کسانی که این سه مدرک را ندارند، اجازه خروج داده نمی‌شود، گفت: از مردم می‌خواهیم فقط با داشتن مدارک لازم به مرز مراجعه کنند.مرز مهران برای بازگشت زائران ایرانی از امروز باز شدمدیر حمل و نقل مسافری سازمان راهداری با بیان اینکه مرز زمینی مهران برای بازگشت زائران از امروز باز است، گفت: سایر مرزهای زمینی برای تردد زائران باز نیست و مردم به مرزها برای رفتن به عراق مراجعه نکنند، چراکه به هیچ عنوان کشور عراق اجازه ورود نمی‌دهد.مرزهای خسروی و پرویزخان برای تردد زائرین اربعین بسته استمعاون سیاسی، امنیتی و اجتماعی استانداری کرمانشاه با اشاره به بسته بودن مرزهای خسروی و پرویزخان برای تردد زائرین حسینی گفت: از همه مردم، دلدادگان و ارادتمندان به اهل بیت(ع) و عاشقان و مشتاقان زیارت اربعین می خواهیم برای سفر به کربلا به مرزها مراجعه نکنند.حسین خوش اقبال گفت: بسته بودن مرزهای استان کرمانشاه بارها اطلاع رسانی شده و تقاضا داریم زائران به هشدارها توجه داشته و به مرزهای زمینی مراجعه نکنند، زیرا امکان بازگشایی مرز وجود ندارد.وی در پایان تاکید کرد: برای اخذ ویزا قبل از خرید بلیط، داشتن تست پی سی آر منفی ۷۲ ساعت قبل از پرواز و داشتن کارت واکسیناسیون کرونا الزامی است.,0
بازتاب درخشش آزمون در رسانه های ورزشی اروپا,عملکرد خوب آزمون در برابر ویتنام و به ثمر رساندن دو گل در رسانه های خارجی بازتاب یافت.به گزارش تابناک ورزشی، تیم ملی توانست با پیروزی ۲-۰ برابر ویتنام به دومین پیروزی خود در دومین بازی اش در جام ملت های آسیا دست یابد. هر دو گل ایران در این بازی را سردار آزمون به ثمر رساند تا تعداد گل های زده این بازیکن در مجموع به عدد سه برسد. عملکرد خوب این مهاجم جوان در رسانه های خارجی هم بازتاب یافت.فیفا با انتشار تصویری از آزمون در اینستاگرام از نقش پررنگ این بازیکن در پیروزی برابر ایران نوشت.همچنین وبسایت انگلیسی گل در گزارشی با اشاره به پیروزی ایران برابر ویتنام تاکید کرد: « در روزی که شاگردان کارلوس کی روش به راحتی از سد ویتنام گذشتند، سردار آزمون نشان داد که جذاب ترین ستاره تیم ملی ایران است».فاکس اسپورت هم با تیتر ادامه اوج گیری آزمون، نوشت: « جام جهانی ۲۰۱۸ برای آزمون یک فاجعه بود و باعث شد که از تیم ملی هم خداحافظی کند اما حالا این مسائل به نظر به گذشته ای خیلی دور در کارنامه ورزشی این بازیکن تعلق دارد. مهاجم روبین کازان بود که گل اول ایران را با یک ضربه سر در دقیقه ۳۸ به ثمر رساند. سپس همین بازیکن ۲۴ ساله گل دوم ایران را هم زد. ازمون یکی از مهره های کلیدی تیم ایران در مسیر چهارمین قهرمانی اش در قاره آسیا است. سخت است که باور کنیم این بازیکن همان بازیکنی است که به دلیل حملاتی که در فضای مجازی از سوی هواداران به او شد، از مسابقات ملی کناره گیری کرده بود».,0
یک باند ماساژ با خدمات جنسی به سرکردگی برادرزاده پروانه سلحشوری دستگیر شد.,«آقازاده ماساژور»؛ این واژه‌ یکی از هشتگ‌های داغ در شبکه‌های اجتماعی در روزهای چهارشنبه و پنج‌شنبه ۲۷ و ۲۸ شهریور ماه بود. تعدادی از کاربران تا الان خبری را به این مضمون دست به دست چرخاندند که یک باند بزرگ ماساژ در تهران بازداشت شده که سردسته آن برادرزاده پروانه سلحشوری، نماینده مردم تهران در مجلس است. ,1
جزئیات بیکاری در ۲۳ رشته تحصیلی,"به گزارش مهر، بیکاری فارغ التحصیلان دانشگاهی در حال حاضر مهمترین و جدی ترین مسئله در 
بازار کار کشور است. بیکاری جوانان تحصیل کرده امروز دیگر شهر و روستا 
ندارد و در تمامی بخش‌ها وجود دارد. شرایط امروز به گونه ای است که امکان 
کاریابی برای افراد دارای تحصیلات دانشگاهی از تحصیل کرده‌های فنی و مهارتی
 به مراتب دشوارتر است.همچنین کارجویانی که سطح تحصیلات پایین تری دارند نیز امکان بهتری برای 
ورود به بازار کار می یابند اما هرچه سطح تحصیلات جوانان به ویژه در رشته 
های علوم انسانی و نظری بالاتر باشد، متاسفانه امکان یافتن شغل برای آنها 
دشوارتر می شود. برخی جوانان برای فرار از این وضعیت مجبور می شوند در 
مشاغلی غیر از رشته های تحصیلی خود وارد شوند.بیکارترین رشته‌های تحصیلی در روستاها کدامند؟نتایج بررسی جدیدترین گزارش وزارت کار از وضعیت بیکاری فارغ التحصیلان 
رشته های مختلف دانشگاهی در روستاهای کشور نشان می‌دهد که بیشترین تعداد 
بیکاران فارغ التحصیل دانشگاهی در رشته های بازرگانی و امور اداری، علوم 
انسانی، مهندسی و حرفه های مهندسی به ترتیب با ۲۱.۳ درصد، ۱۵.۶ درصد و ۱۳.۹
 درصد وجود دارند و این رشته ها بالاترین آمار بیکاری جوانان روستاهای کشور
 را دارند.همچنین رشته های حقوق، صنعت و فرآوری و حفاظت محیط زیست نیز با ۳۶.۸ 
درصد، ۳۱.۴ درصد و ۳۰.۴ درصد؛ بالاترین آمار بیکاری را در بین جوانان تحصیل
 کرده روستایی کشور دارند. البته این وضعیت با اندکی تغییر در مورد جوانان 
ساکن در شهرها وجود دارد.در برخی رشته ها اوضاع بهتر است و جوانان تحصیل کرده در این بخش‌ها به 
مراتب آسان‌تر وارد بازار کار می شوند. میزان بیکاری در رشته‌های تحصیلی 
دامپزشکی، خدمات بهداشتی و تربیت معلم و علوم تربیتی به ترتیب ۴.۲ درصد، 
۴.۵ درصد و ۹.۶ درصد است.آنچه که گزارش بازار کار روستایی وزارت کار -براساس آمارهای سال ۹۲ - 
نشان می دهد اینکه نرخ مشارکت روستایی کشور اندکی بهتر از وضعیت فعالیت 
اقتصادی در شهرهای کشور است. در برخی از استان‌ها مانند اردبیل، آذربایجان 
غربی و شرقی فعالیت بهتری در بین جمعیت روستایی وجود دارد.۵۰ درصد اشتغال در روستاها کشاورزی استدر نقطه مقابل در استان‌هایی مانند سیستان و بلوچستان، کهگیلویه و 
بویراحمد و هرمزگان اوضاع چندان خوب نیست و روستائیان تمایل و یا زمینه 
کمتری برای انجام فعالیت اقتصادی دارند. بیشترین نرخ اشتغال نیز مربوط به 
استان‌هایی مانند تهران، مرکزی و کرمان است و کمتری نیز مربوط به کهگیلویه و
 بویراحمد، هرمزگان و لرستان است.کشاورزی در روستاهای کشور ۵۰.۱ درصد کل اشتغال را ایجاد کرده و این 
وضعیت در مورد استان‌هایی مانند اردبیل، کرمان و کردستان بهتر است به نحوی 
که در این استان‌ها کشاورزی ۶۷.۳ درصد تا ۶۸.۷ درصد کل اشتغال را ایجاد 
کرده است.با این وجود، مشاغل کشاورزی در استان تهران تنها ۱۰.۷ درصد، در یزد ۲۹.۳
 درصد و در هرمزگان نیز ۳۳.۵ درصد اشتغال را ایجاد کرده و مابقی فعالیت های
 ساکنان در این مناطق از کشور در حوزه های صنعت و خدمات شکل می گیرد.",0
